,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
38,5.7693075180053714,0.34609292879617093,0.0720067024230957,0.02420869010046567,0.0001,0.01,"{'gamma': 0.0001, 'learning_rate': 0.01}",0.7066752212989479,0.7218362801438136,0.7245777418191212,0.7230173300818127,0.7434728127006003,0.7520596619795382,0.7153058842212968,0.7738351604211967,0.7333308931236985,0.7353993690310826,0.7329510354821107,0.018567702640513394,40
39,5.719230079650879,0.5489053852489364,0.08734126091003418,0.02003710334108768,0.0001,0.02,"{'gamma': 0.0001, 'learning_rate': 0.02}",0.7146806227853939,0.7334779102876129,0.7234432234432234,0.7222896745806544,0.735267990173588,0.7456872380205848,0.7123811787139669,0.7805971493838278,0.7369924547176417,0.7342036469668823,0.7339021089073376,0.01846037836317299,33
40,6.084768533706665,0.24909614019665388,0.07009899616241455,0.025232433414227175,0.0001,0.03,"{'gamma': 0.0001, 'learning_rate': 0.03}",0.7163194192109286,0.7290111898405156,0.725158669713125,0.7301798252978537,0.7511371957652258,0.7389308980742043,0.7109423474449983,0.7811646034106435,0.7375695583313971,0.7343391858626368,0.7354752892951528,0.01869625208236626,27
41,6.110747599601746,0.12019865315624567,0.08318157196044922,0.019627065352480697,0.0001,0.04,"{'gamma': 0.0001, 'learning_rate': 0.04}",0.7225340935544656,0.7370396949563993,0.725158669713125,0.7284247119281472,0.754648740230639,0.744971853158633,0.7118260939984095,0.7820701817469814,0.7373320628884357,0.7343391858626368,0.7378345288037873,0.01860999142515879,18
42,5.37247371673584,0.4486262459540482,0.0807115077972412,0.021691627038610845,0.0001,0.1,"{'gamma': 0.0001, 'learning_rate': 0.1}",0.7235018380702397,0.7265487154115813,0.7344313888372005,0.7519653146939947,0.76319929321114,0.7575215278780006,0.7135650709814442,0.7673084006662364,0.7499172567119072,0.7434174505964636,0.7431376257058206,0.01711331047038723,11
43,4.6994962930679325,0.6100457382856028,0.085896897315979,0.0244028735384274,0.0001,0.2,"{'gamma': 0.0001, 'learning_rate': 0.2}",0.7414561758824053,0.7364948226481604,0.7588309146970159,0.7608726653147021,0.7536836527972574,0.7480054401871525,0.715419186562429,0.7741255834695527,0.7494189730856294,0.7576092745583934,0.7495916689202697,0.015177555675042836,1
44,4.853688406944275,0.4963890033862704,0.08869366645812989,0.032381452948222124,0.0001,0.3,"{'gamma': 0.0001, 'learning_rate': 0.3}",0.7618949469457691,0.7382509690543818,0.7338794042999318,0.7602657469163718,0.7500202798703958,0.7483742923208584,0.7257363277989651,0.7760751649667813,0.746375218620761,0.7514779234933279,0.7492350274287544,0.013876395344205684,3
45,5.253718090057373,0.34432869687347023,0.0711172103881836,0.018513231001658473,1e-05,0.0001,"{'gamma': 1e-05, 'learning_rate': 0.0001}",0.7202708289085308,0.681793335189467,0.7247299531530551,0.732123818294767,0.7259973906272009,0.7430182973043943,0.7123894084452435,0.7418804116272678,0.7253719927646216,0.7396281941105721,0.724720363042512,0.017096702228242083,50
46,5.43862624168396,0.6118310139200969,0.09534308910369874,0.03187565744273692,1e-05,0.001,"{'gamma': 1e-05, 'learning_rate': 0.001}",0.7202708289085308,0.7247572886454519,0.7289272415997282,0.732123818294767,0.73885293134146,0.7430182973043943,0.7153058842212968,0.7432031070560933,0.7288689548249048,0.7396281941105721,0.7314956546307199,0.009151531549301187,44
47,5.699657344818116,0.43003016091501395,0.07479383945465087,0.01798863240919988,1e-05,0.01,"{'gamma': 1e-05, 'learning_rate': 0.01}",0.7066752212989479,0.7218362801438136,0.7245777418191212,0.7230173300818127,0.7434728127006003,0.7520596619795382,0.7153058842212968,0.7738351604211967,0.7333308931236985,0.7353993690310826,0.7329510354821107,0.018567702640513394,40
48,5.903244185447693,0.24272600202201655,0.08386282920837403,0.017152445933640823,1e-05,0.02,"{'gamma': 1e-05, 'learning_rate': 0.02}",0.7146806227853939,0.7334779102876129,0.7234432234432234,0.7222896745806544,0.735267990173588,0.7456872380205848,0.7123811787139669,0.7805971493838278,0.7369924547176417,0.7342036469668823,0.7339021089073376,0.01846037836317299,33
49,6.116881418228149,0.12357147232354629,0.06530184745788574,0.010575546380675219,1e-05,0.03,"{'gamma': 1e-05, 'learning_rate': 0.03}",0.7163194192109286,0.7290111898405156,0.725158669713125,0.7301798252978537,0.7511371957652258,0.7389308980742043,0.7109423474449983,0.7811646034106435,0.7375695583313971,0.7343391858626368,0.7354752892951528,0.01869625208236626,27
